APSO,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
187,9.67E-01,1.97E-01,2.81E+03,1.22E+01,447.3209767,4.7,0.100591161,-9144.873281,4.47E+01,1.68E+00,6.91E-01,1.43E+00,4.482527802,1.275467789,0.002970508,-1.031628453,0.397887358,3,-3.862782148,-3.279193616,-4.987624315,-4.530862787,-4.704333525
188,9.24E-01,1.93E-01,2.79E+03,1.22E+01,441.9531075,4.64,0.100555925,-9154.080374,4.45E+01,1.67E+00,6.80E-01,1.41E+00,4.371979204,1.275467789,0.002969765,-1.031628453,0.397887358,3,-3.862782148,-3.279193616,-4.987624315,-4.530862787,-4.704333525
189,8.99E-01,1.88E-01,2.77E+03,1.21E+01,439.7064312,4.6,0.099865418,-9158.420197,4.44E+01,1.66E+00,6.73E-01,1.38E+00,4.240541919,1.275467789,0.002969422,-1.031628453,0.397887358,3,-3.862782148,-3.279193617,-4.987624315,-4.530862787,-4.704333525
190,8.54E-01,1.86E-01,2.76E+03,1.21E+01,436.741125,4.48,0.099822391,-9162.823194,4.42E+01,1.65E+00,6.59E-01,1.35E+00,4.101055839,1.275467788,0.002968915,-1.031628453,0.397887358,3,-3.862782148,-3.279193617,-4.987624315,-4.530862787,-4.704333525
191,8.27E-01,1.80E-01,2.75E+03,1.21E+01,431.3755187,4.38,0.099504262,-9172.800736,4.41E+01,1.64E+00,6.44E-01,1.33E+00,4.008527266,1.275467788,0.002968493,-1.031628453,0.397887358,3,-3.862782148,-3.279193618,-4.987624315,-4.530862787,-4.704333525
192,7.94E-01,1.75E-01,2.71E+03,1.20E+01,429.3016887,4.32,0.099148062,-9178.620572,4.38E+01,1.63E+00,6.34E-01,1.31E+00,3.854801018,1.275467788,0.002967885,-1.031628453,0.397887358,3,-3.862782148,-3.279193627,-4.987624315,-4.530862787,-4.704333525
193,7.66E-01,1.66E-01,2.70E+03,1.20E+01,422.371279,4.2,0.09870718,-9185.29056,4.36E+01,1.61E+00,6.20E-01,1.30E+00,3.767681521,1.275467328,0.002967217,-1.031628453,0.397887358,3,-3.862782148,-3.27919363,-4.987624315,-4.530862787,-4.704333525
194,7.32E-01,1.61E-01,2.69E+03,1.20E+01,418.8269008,4.12,0.097019161,-9194.920658,4.34E+01,1.60E+00,6.05E-01,1.27E+00,3.717539972,1.275467328,0.002966828,-1.031628453,0.397887358,3,-3.862782148,-3.27919363,-4.987624315,-4.530862787,-4.704333525
195,7.07E-01,1.58E-01,2.67E+03,1.20E+01,415.7455132,3.96,0.096914649,-9199.905965,4.32E+01,1.58E+00,5.91E-01,1.26E+00,3.615046112,1.275467328,0.002965933,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
196,6.76E-01,1.53E-01,2.65E+03,1.19E+01,413.7652589,3.84,0.096866499,-9208.269397,4.28E+01,1.57E+00,5.78E-01,1.24E+00,3.49354955,1.275466753,0.002965296,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
197,6.51E-01,1.48E-01,2.62E+03,1.19E+01,409.1846154,3.82,0.094481659,-9213.766156,4.26E+01,1.56E+00,5.65E-01,1.23E+00,3.402179369,1.255586212,0.002965112,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
198,6.17E-01,1.42E-01,2.62E+03,1.18E+01,407.5494882,3.76,0.093244231,-9224.13144,4.25E+01,1.55E+00,5.53E-01,1.21E+00,3.371224181,1.255586212,0.002964839,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
199,5.73E-01,1.38E-01,2.60E+03,1.18E+01,403.299719,3.64,0.093244231,-9233.369641,4.23E+01,1.54E+00,5.40E-01,1.20E+00,3.281976809,1.255586212,0.002964425,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
200,5.46E-01,1.35E-01,2.59E+03,1.17E+01,402.0327791,3.6,0.09289504,-9240.256879,4.22E+01,1.52E+00,5.28E-01,1.18E+00,3.147337102,1.255586005,0.002964158,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
201,5.30E-01,1.34E-01,2.58E+03,1.17E+01,395.265764,3.52,0.09289504,-9246.011455,4.21E+01,1.51E+00,5.21E-01,1.17E+00,3.067486776,1.25558594,0.002963844,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
202,4.90E-01,1.30E-01,2.56E+03,1.17E+01,392.5876172,3.5,0.092455613,-9252.682648,4.17E+01,1.50E+00,5.02E-01,1.14E+00,2.97493988,1.25558594,0.002963431,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
203,4.70E-01,1.27E-01,2.55E+03,1.16E+01,389.3657125,3.48,0.092043107,-9257.036376,4.16E+01,1.50E+00,4.93E-01,1.13E+00,2.917125481,1.25558594,0.002963097,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
204,4.37E-01,1.23E-01,2.53E+03,1.16E+01,387.1831917,3.48,0.092043107,-9265.360044,4.15E+01,1.49E+00,4.82E-01,1.12E+00,2.883517566,1.255585939,0.002962808,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
205,4.23E-01,1.20E-01,2.52E+03,1.16E+01,380.4300873,3.36,0.091724109,-9278.178784,4.13E+01,1.48E+00,0.471927476,1.11E+00,2.828968225,1.255585939,0.002962431,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
206,4.04E-01,1.19E-01,2.49E+03,1.16E+01,368.3138111,3.3,0.091724109,-9279.735647,4.11E+01,1.46E+00,0.460847408,1.10E+00,2.770028397,1.255585938,0.002961873,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
207,3.84E-01,1.14E-01,2.47E+03,1.15E+01,365.8677203,3.28,0.090573902,-9282.252761,4.10E+01,1.46E+00,0.453482541,1.09E+00,2.691803114,1.255585938,0.002961684,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
208,3.66E-01,1.12E-01,2.45E+03,1.15E+01,363.6224878,3.18,0.090167677,-9289.018267,4.05E+01,1.44E+00,0.439611609,1.07E+00,2.551124614,1.255585938,0.00296117,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
209,3.43E-01,1.10E-01,2.43E+03,1.15E+01,358.6902213,3.1,0.08907753,-9296.59699,4.03E+01,1.43E+00,0.429268828,1.06E+00,2.443941741,1.255585938,0.002960739,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
210,3.27E-01,1.05E-01,2.43E+03,1.14E+01,356.2596405,3.08,0.08907753,-9307.098183,4.01E+01,1.42E+00,0.420881227,1.05E+00,2.368344278,1.255585937,0.002960125,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
211,3.15E-01,1.02E-01,2.42E+03,1.14E+01,352.9988965,3.06,0.08849778,-9312.269225,3.99E+01,1.41E+00,0.407140818,1.03E+00,2.309923139,1.255585937,0.002959568,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
212,3.04E-01,9.98E-02,2.40E+03,1.14E+01,351.4214902,3.06,0.08849778,-9317.442348,3.96E+01,1.40E+00,0.395799812,1.02E+00,2.205874509,1.255585937,0.002959175,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
213,2.93E-01,9.78E-02,2.39E+03,1.14E+01,349.1661273,2.96,0.088233888,-9320.641267,3.93E+01,1.40E+00,0.386223252,1.00E+00,2.108890162,1.255585937,0.002958507,-1.031628453,0.397887358,3,-3.862782148,-3.279193631,-4.987624315,-4.530862787,-4.704333525
214,2.79E-01,9.58E-02,2.38E+03,1.13E+01,342.8210395,2.94,0.088194355,-9330.56758,3.90E+01,1.38E+00,0.371880115,9.91E-01,2.052975869,1.255585937,0.002957081,-1.031628453,0.397887358,3,-3.862782148,-3.279193632,-4.987624315,-4.530862787,-4.704333525
215,2.71E-01,9.41E-02,2.37E+03,1.13E+01,340.4109864,2.94,0.08788844,-9331.791696,3.89E+01,1.37E+00,0.360423194,9.72E-01,1.980212049,1.255585937,0.00295668,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
216,2.51E-01,9.24E-02,2.36E+03,1.13E+01,335.1759449,2.86,0.08788844,-9335.854649,3.89E+01,1.36E+00,0.347640095,9.61E-01,1.90320418,1.255585937,0.002955982,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
217,2.28E-01,8.95E-02,2.35E+03,1.13E+01,331.1828848,2.8,0.08786278,-9340.163349,3.85E+01,1.35E+00,0.338739285,9.45E-01,1.8322002,1.235737993,0.002955486,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
218,2.17E-01,8.86E-02,2.33E+03,1.12E+01,325.865863,2.72,0.08786278,-9347.281117,3.84E+01,1.34E+00,0.327032248,9.31E-01,1.772117302,1.235717923,0.002954691,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
219,2.10E-01,8.62E-02,2.32E+03,1.12E+01,323.405717,2.68,0.087711883,-9356.159422,3.83E+01,1.33E+00,0.319831965,9.24E-01,1.723799453,1.2357055,0.002954373,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
220,1.93E-01,8.53E-02,2.30E+03,1.12E+01,321.3425843,2.64,0.087711539,-9362.755978,3.82E+01,1.32E+00,0.306794861,9.16E-01,1.664754172,1.2357055,0.002954145,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
221,1.84E-01,8.31E-02,2.29E+03,1.12E+01,316.9683663,2.54,0.087711539,-9367.877391,3.80E+01,1.30E+00,0.299225406,8.97E-01,1.633220567,1.2357055,0.002953377,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
222,1.77E-01,8.17E-02,2.27E+03,1.11E+01,312.8369175,2.48,0.087711539,-9370.10229,3.79E+01,1.29E+00,0.29208272,8.82E-01,1.567457227,1.2357055,0.002953031,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
223,1.67E-01,7.94E-02,2.26E+03,1.11E+01,309.2389297,2.42,0.086864273,-9377.381753,3.78E+01,1.27E+00,0.280309941,8.72E-01,1.507344755,1.2357055,0.002952804,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
224,1.59E-01,7.26E-02,2.23E+03,1.10E+01,303.1561902,2.32,0.086810929,-9383.309227,3.77E+01,1.27E+00,0.26946791,8.62E-01,1.454053972,1.2357055,0.002952394,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
225,1.52E-01,6.97E-02,2.22E+03,1.10E+01,300.2835546,2.28,0.086243599,-9386.858402,3.76E+01,1.26E+00,0.264477621,8.52E-01,1.365227093,1.2357055,0.002952189,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
226,1.48E-01,6.62E-02,2.20E+03,1.10E+01,298.3554146,2.24,0.086243599,-9388.749849,3.76E+01,1.25E+00,0.257929732,8.37E-01,1.31869065,1.235705396,0.002951817,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
227,1.45E-01,6.44E-02,2.18E+03,1.10E+01,296.6302804,2.18,0.086243599,-9402.21169,3.75E+01,1.24E+00,0.247773656,8.31E-01,1.254913744,1.235705396,0.002951482,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
228,1.38E-01,6.14E-02,2.17E+03,1.09E+01,293.1896848,2.16,0.086075892,-9405.349655,3.73E+01,1.23E+00,0.24017941,8.17E-01,1.199372741,1.235705396,0.002951099,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
229,1.32E-01,6.04E-02,2.16E+03,1.09E+01,292.1020064,2.14,0.086075892,-9412.290723,3.72E+01,1.23E+00,0.230168819,8.05E-01,1.158525027,1.235705396,0.002950596,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
230,1.23E-01,5.86E-02,2.15E+03,1.09E+01,290.1993226,2.12,0.08534214,-9423.920884,3.70E+01,1.22E+00,0.222847557,7.92E-01,1.119079834,1.235705396,0.002949872,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
231,1.20E-01,5.74E-02,2.14E+03,1.08E+01,288.6666752,2.1,0.084628953,-9429.411282,3.67E+01,1.21E+00,0.217516465,7.80E-01,1.106625752,1.235705396,0.002948708,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
232,1.14E-01,5.63E-02,2.13E+03,1.08E+01,287.9173558,2.1,0.084493945,-9435.314937,3.66E+01,1.20E+00,0.210060512,7.67E-01,1.067477103,1.235705396,0.002948414,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
233,1.11E-01,5.50E-02,2.13E+03,1.07E+01,286.2552125,2.1,0.083591055,-9439.951125,3.64E+01,1.19E+00,0.200848531,7.46E-01,1.021270902,1.235705396,0.002947969,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
234,1.01E-01,5.28E-02,2.12E+03,1.07E+01,284.1853018,2.04,0.083230932,-9441.479126,3.64E+01,1.18E+00,0.195817646,7.38E-01,0.961720598,1.235705396,0.002947378,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
235,9.51E-02,5.11E-02,2.10E+03,1.06E+01,282.5896545,2.04,0.083095857,-9450.104309,3.63E+01,1.18E+00,0.187046163,7.30E-01,0.931533787,1.235705396,0.002947037,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
236,9.15E-02,5.00E-02,2.09E+03,1.06E+01,280.5697402,2,0.082743528,-9456.71173,3.62E+01,1.17E+00,0.18248145,7.16E-01,0.895452656,1.235705396,0.002946319,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
237,8.79E-02,4.90E-02,2.09E+03,1.06E+01,279.2368621,2,0.082675608,-9460.265813,3.62E+01,1.17E+00,0.177251125,7.08E-01,0.882781244,1.235705396,0.002945859,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
238,8.34E-02,4.75E-02,2.07E+03,1.06E+01,276.4984715,2,0.08121525,-9465.675284,3.61E+01,1.16E+00,0.169575431,6.94E-01,0.862920732,1.235705396,0.002945385,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
239,8.02E-02,4.66E-02,2.05E+03,1.06E+01,275.4562038,1.98,0.081088926,-9467.269954,3.60E+01,1.14E+00,0.160502728,6.77E-01,0.822440672,1.235705396,0.002945152,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
240,7.62E-02,4.56E-02,2.04E+03,1.05E+01,271.3306148,1.96,0.080875358,-9477.936446,3.59E+01,1.13E+00,0.15672164,6.68E-01,0.806950544,1.235705396,0.00294412,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
241,7.40E-02,4.42E-02,2.03E+03,1.05E+01,269.9791184,1.96,0.080875358,-9483.341751,3.56E+01,1.12E+00,0.14852227,6.60E-01,0.793186685,1.235705396,0.002943817,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
242,7.13E-02,4.31E-02,2.02E+03,1.05E+01,268.6697388,1.96,0.080629531,-9484.968143,3.55E+01,1.11E+00,0.143719854,6.49E-01,0.763366296,1.235705396,0.0029429,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
243,6.90E-02,4.22E-02,2.01E+03,1.05E+01,267.3225853,1.92,0.080629531,-9489.911563,3.52E+01,1.11E+00,0.1385906,6.40E-01,0.739364711,1.235705396,0.002942558,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
244,6.57E-02,4.07E-02,2.00E+03,1.04E+01,266.3091197,1.92,0.080629531,-9493.852344,3.50E+01,1.10E+00,0.134114873,6.25E-01,0.722390972,1.235705396,0.002942052,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
245,6.24E-02,4.00E-02,1.98E+03,1.04E+01,264.3124344,1.9,0.080395374,-9496.583864,3.48E+01,1.09E+00,0.12903893,6.14E-01,0.705774442,1.235705396,0.002941101,-1.031628453,0.397887358,3,-3.862782148,-3.279193639,-4.987624315,-4.530862787,-4.704333525
246,6.02E-02,3.90E-02,1.97E+03,1.04E+01,262.704044,1.88,0.079658394,-9503.169398,3.47E+01,1.09E+00,0.126272244,6.05E-01,0.681238725,1.235705396,0.002940906,-1.031628453,0.397887358,3,-3.862782148,-3.27919364,-4.987624315,-4.530862787,-4.704333525
247,5.63E-02,3.80E-02,1.96E+03,1.03E+01,261.942921,1.88,0.079432339,-9511.513502,3.45E+01,1.08E+00,0.122124354,5.98E-01,0.668031196,1.235705396,0.002940576,-1.031628453,0.397887358,3,-3.862782148,-3.27919364,-4.987624315,-4.530862787,-4.704333525
248,5.40E-02,3.71E-02,1.95E+03,1.03E+01,261.2606877,1.88,0.079432339,-9512.979248,3.45E+01,1.07E+00,0.118143965,5.91E-01,0.646758959,1.235705396,0.00294035,-1.031628453,0.397887358,3,-3.862782148,-3.279193641,-4.987624315,-4.530862787,-4.704333525
249,5.05E-02,3.62E-02,1.94E+03,1.03E+01,260.2497251,1.88,0.079420319,-9515.472568,3.44E+01,1.07E+00,0.115879397,5.83E-01,0.629460583,1.235705396,0.002939988,-1.031628453,0.397887358,3,-3.862782148,-3.279193647,-4.987624315,-4.530862787,-4.704333525
250,4.84E-02,3.52E-02,1.94E+03,1.03E+01,259.4785448,1.86,0.079365153,-9520.541867,3.42E+01,1.06E+00,0.111856285,5.73E-01,0.61989527,1.235705396,0.002939518,-1.031628453,0.397887358,3,-3.862782148,-3.279193647,-4.987624315,-4.530862787,-4.704333525
251,4.69E-02,3.45E-02,1.93E+03,1.02E+01,258.9581038,1.84,0.079059349,-9526.631961,3.41E+01,1.06E+00,0.108605856,5.64E-01,0.600532097,1.235705396,0.002939078,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
252,4.40E-02,3.32E-02,1.91E+03,1.02E+01,257.9887692,1.82,0.078755622,-9531.477646,3.40E+01,1.05E+00,0.106989835,5.58E-01,0.588968007,1.235705396,0.00293885,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
253,4.26E-02,3.26E-02,1.90E+03,1.02E+01,256.9537567,1.78,0.078755622,-9533.106864,3.40E+01,1.05E+00,0.103387784,5.51E-01,0.572342628,1.235705396,0.00293848,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
254,4.10E-02,3.21E-02,1.88E+03,1.01E+01,250.6964247,1.78,0.078242887,-9535.774396,3.40E+01,1.04E+00,0.100183474,5.42E-01,0.563053704,1.235705396,0.00293834,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
255,3.96E-02,3.17E-02,1.88E+03,1.01E+01,250.0377955,1.76,0.078242887,-9537.496081,3.38E+01,1.04E+00,0.097275013,5.28E-01,0.516973209,1.235705396,0.002937476,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
256,3.76E-02,3.08E-02,1.86E+03,1.01E+01,248.7367179,1.76,0.078242887,-9539.054523,3.36E+01,1.03E+00,0.09441706,5.04E-01,0.501525974,1.215825624,0.002937158,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
257,3.56E-02,3.01E-02,1.85E+03,1.01E+01,245.0035853,1.76,0.077638052,-9539.663452,3.35E+01,1.02E+00,0.091696884,4.95E-01,0.489509766,1.215825624,0.00293607,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
258,3.45E-02,2.95E-02,1.84E+03,1.00E+01,244.0532702,1.76,0.077306194,-9543.570293,3.33E+01,1.01E+00,0.087970608,4.89E-01,0.477758855,1.215825624,0.002935765,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
259,3.34E-02,2.88E-02,1.83E+03,1.00E+01,243.3489808,1.74,0.077191732,-9554.805924,3.32E+01,1.01E+00,0.086258116,4.81E-01,0.469485407,1.215825624,0.002935441,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
260,3.15E-02,2.82E-02,1.82E+03,9.98E+00,242.5755908,1.72,0.077185055,-9562.447007,3.30E+01,1.00E+00,0.084432475,4.73E-01,0.465218279,1.215825624,0.002935207,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
261,3.04E-02,2.70E-02,1.80E+03,9.95E+00,242.0996649,1.72,0.077104531,-9566.669877,3.29E+01,9.98E-01,0.08178553,4.60E-01,0.450538727,1.215824856,0.002934785,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
262,2.87E-02,2.51E-02,1.79E+03,9.92E+00,241.3115319,1.7,0.077091488,-9567.79151,3.28E+01,9.93E-01,0.078795452,4.48E-01,0.436843179,1.215824856,0.00293422,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
263,2.63E-02,2.47E-02,1.77E+03,9.88E+00,240.5433437,1.66,0.076530764,-9569.28329,3.27E+01,9.90E-01,0.076901871,4.39E-01,0.424772668,1.215824855,0.002933739,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
264,2.57E-02,2.39E-02,1.77E+03,9.84E+00,239.9755566,1.64,0.075673483,-9571.214275,3.25E+01,9.84E-01,0.074529514,4.23E-01,0.410141267,1.215824855,0.002933101,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
265,2.46E-02,2.33E-02,1.76E+03,9.80E+00,239.4953982,1.64,0.075673483,-9571.852787,3.24E+01,9.80E-01,0.073321962,4.06E-01,0.377859124,1.215824855,0.002932569,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
266,2.30E-02,2.27E-02,1.75E+03,9.77E+00,238.5941479,1.6,0.075169128,-9575.873974,3.23E+01,9.75E-01,0.071192573,4.01E-01,0.363409187,1.215824855,0.002932203,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
267,2.21E-02,2.21E-02,1.74E+03,9.76E+00,226.6906966,1.6,0.074111757,-9580.486296,3.22E+01,9.71E-01,0.069751791,3.96E-01,0.356119716,1.215824855,0.002931633,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
268,2.08E-02,2.16E-02,1.73E+03,9.72E+00,225.9708776,1.6,0.074054517,-9593.089587,3.22E+01,9.64E-01,0.068287987,3.90E-01,0.342820108,1.215824855,0.002931044,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
269,1.99E-02,2.13E-02,1.72E+03,9.68E+00,225.513338,1.58,0.074033115,-9600.261855,3.22E+01,9.58E-01,0.066372127,3.85E-01,0.326397323,1.215824855,0.002929712,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
270,1.93E-02,2.07E-02,1.71E+03,9.62E+00,225.0179066,1.56,0.073998778,-9601.487658,3.21E+01,9.51E-01,0.064888219,3.74E-01,0.315089488,1.215824855,0.00292915,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
271,1.87E-02,2.02E-02,1.71E+03,9.58E+00,224.3016237,1.56,0.073998778,-9606.072954,3.20E+01,9.46E-01,0.063326043,3.71E-01,0.306232661,1.215824855,0.002928788,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
272,1.77E-02,1.99E-02,1.69E+03,9.55E+00,223.7701654,1.56,0.0729958,-9610.471354,3.18E+01,9.38E-01,0.059670922,3.66E-01,0.299832481,1.215824855,0.002928295,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
273,1.73E-02,1.95E-02,1.68E+03,9.53E+00,223.0964057,1.54,0.0729958,-9614.425291,3.16E+01,9.29E-01,0.058127924,3.59E-01,0.292754006,1.215824855,0.002927686,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
274,1.68E-02,1.91E-02,1.67E+03,9.51E+00,222.2750193,1.54,0.072910705,-9615.994571,3.14E+01,9.23E-01,0.056915136,3.50E-01,0.280522585,1.215824855,0.00292738,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
275,1.64E-02,1.88E-02,1.66E+03,9.49E+00,221.7375656,1.52,0.072910705,-9620.823287,3.12E+01,9.12E-01,0.055140348,3.34E-01,0.268873761,1.215824855,0.002927135,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
276,1.57E-02,1.85E-02,1.65E+03,9.45E+00,221.3199974,1.5,0.072221832,-9627.312744,3.11E+01,9.02E-01,0.054012486,3.27E-01,0.2614409,1.215824855,0.002926036,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
277,1.50E-02,1.81E-02,1.64E+03,9.43E+00,220.6783966,1.5,0.072221832,-9628.707301,3.11E+01,8.86E-01,0.051762015,3.23E-01,0.255899115,1.215824855,0.002925281,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
278,1.42E-02,1.77E-02,1.63E+03,9.40E+00,220.0057068,1.5,0.072221832,-9629.682248,3.11E+01,8.83E-01,0.049903379,3.17E-01,0.244795759,1.215824855,0.002925138,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
279,1.38E-02,1.70E-02,1.63E+03,9.38E+00,219.3053989,1.5,0.071764401,-9632.717978,3.10E+01,8.81E-01,0.048989743,3.12E-01,0.230439738,1.215824855,0.002924881,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
280,1.33E-02,1.66E-02,1.62E+03,9.36E+00,218.5689856,1.48,0.071764401,-9634.640624,3.10E+01,8.78E-01,0.047820533,3.07E-01,0.225904218,1.176226577,0.002924742,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
