APSO,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
0,68982.47625,1.24E+13,156110.8268,87.38310305,253640846.1,66770.9,128.7226793,-2141.357434,439.4949857,20.65903484,632.9466471,579031108.5,1166830111,144.455957,0.200804975,1.035750325,2.257858778,72.3075021,-3.265631558,-1.52538294,-0.571607981,-0.665971051,-0.822822791
1,33460.06074,7.90E+08,93182.90284,71.07314128,65498307.24,32713.74,30.55748376,-2280.241776,351.0946446,19.24345165,307.2654624,89418247.18,237783576.6,36.14463984,0.071146212,-0.48581204,1.285847193,15.41979258,-3.509897953,-1.629051159,-0.824215769,-0.870300126,-1.074692829
2,13234.33861,572.7280907,48208.95863,54.23486694,14335789.67,13236.18,7.619851286,-2388.396706,296.0199914,16.60653982,122.4869902,10912710.36,41515748.99,19.90483724,0.037321067,-0.845618141,0.721284454,9.710047229,-3.674687234,-1.949211548,-1.294228822,-1.367996658,-1.480891992
3,11439.90144,528.741993,35133.62951,48.57575735,10482078.3,11568.86,5.542454858,-2465.339795,284.6384322,16.19171107,103.4727396,5458929.005,27106131.28,12.30885413,0.029005776,-0.92285009,0.496554671,7.151966968,-3.74574271,-2.655595842,-1.858786906,-1.827384096,-1.715620683
4,10372.51516,64.18403263,31118.71234,46.19047901,8980044.528,10241.94,4.444636049,-2603.099585,280.5288157,15.6662553,90.28647342,4271144.521,20542380.62,10.4268453,0.021216585,-0.964220008,0.445196732,5.770741545,-3.784601602,-2.902973046,-2.119552677,-2.113253794,-2.022948049
5,8765.119511,53.39739026,28118.7903,43.37089934,6853616.582,8803.32,3.492478325,-2698.979729,274.9512687,15.04433992,73.24686016,2534271.732,14174099.53,9.16457221,0.016447568,-0.994349028,0.436501805,3.496078132,-3.812643037,-3.047362179,-2.489779819,-2.487059742,-2.419897147
6,7706.103994,48.27547843,25744.4085,40.82134935,5128100.652,7897.8,2.881639926,-2794.853756,271.0208014,14.57379451,67.10512827,1446046.917,11353613.11,8.314517622,0.013232639,-1.010505712,0.423758281,3.282335899,-3.831671605,-3.106734643,-3.035188381,-2.948733031,-2.806704511
7,7075.883185,45.01890312,23219.81204,39.17647302,4434798.368,6990.1,2.414301882,-2929.76616,267.5361586,14.25200436,62.68434076,1119594.222,8366972.48,7.706354347,0.008974987,-1.018712499,0.407716313,3.173051546,-3.845069495,-3.157083004,-3.665454056,-3.217015946,-3.193037952
8,6436.613378,40.72475257,21228.89872,38.09011853,3748247.279,6451.96,2.160879506,-3078.614763,265.3648659,13.93805953,56.27354937,888322.8571,6122658.919,7.11512606,0.007540908,-1.021932941,0.402520783,3.102148647,-3.851471252,-3.196911445,-3.995475211,-3.549326084,-3.418199457
9,5914.493788,38.74722339,19823.05607,36.5621787,3288597.32,5872.36,1.776833278,-3228.139783,261.5376539,13.52794342,50.72673899,627712.8648,4712307.729,6.684095889,0.006911616,-1.025202948,0.400270758,3.045184772,-3.858559349,-3.218435352,-4.245377819,-3.805213957,-3.598480268
10,5398.660986,36.93711189,19110.64656,35.7240388,2542599.012,5316.98,1.563140954,-3385.948904,258.5464921,13.17036193,46.30982083,391186.1869,3655232.194,6.297324139,0.006264194,-1.02762239,0.399166215,3.024961622,-3.860489101,-3.233278769,-4.477293054,-3.874728914,-3.86438252
11,4918.902873,34.81941311,18516.03776,34.72228782,2100469.992,4809.5,1.434105643,-3497.479972,256.3944677,12.8877865,4.35E+01,322297.5346,3045424.871,6.124998527,0.005864966,-1.028993922,0.398626875,3.017938676,-3.861590055,-3.241704207,-4.645486076,-4.062238135,-4.065979643
12,4583.867689,33.45208804,17741.47551,33.56228047,1872019.396,4366.22,1.266494887,-3630.869364,252.3802223,12.58243203,4.01E+01,228873.1655,2332669.404,5.949641631,0.005022098,-1.029964024,0.398243121,3.009133161,-3.862017325,-3.252202248,-4.704663923,-4.152448029,-4.228856966
13,4162.833269,31.68443524,1.68E+04,32.75918438,1646764.131,4033.6,1.141820886,-3724.387591,247.5695795,12.23577274,3.77E+01,162357.1075,2071474.894,5.632083336,0.00469147,-1.030720867,0.398116015,3.006909518,-3.862313533,-3.257471834,-4.805651778,-4.273324093,-4.402609827
14,3.88E+03,30.34227493,1.62E+04,32.11105568,1461151.707,3775.28,1.040796225,-3829.125345,243.5507318,12.02533594,3.42E+01,122190.9217,1608310.808,5.615157765,0.004483027,-1.030917572,0.398010202,3.004738835,-3.862476718,-3.260626295,-4.865448771,-4.347378312,-4.489374121
15,3.56E+03,28.90999353,1.59E+04,31.30399811,1314686.666,3576.9,0.963084137,-3942.537845,241.0842653,11.8315653,3.27E+01,81148.92867,1307048.889,5.364517219,0.004309051,-1.031036117,0.397958128,3.001768877,-3.862624403,-3.263716628,-4.906342352,-4.396531885,-4.542975776
16,3.26E+03,27.5613878,1.57E+04,30.90971832,1176066.213,3282.66,0.911988083,-4091.424568,237.9756205,11.62390647,3.00E+01,44619.26309,1122331.285,5.289747223,0.004096613,-1.031241819,0.397920843,3.001404527,-3.862682729,-3.266431095,-4.930079099,-4.43075213,-4.591439009
17,3.12E+03,26.67608147,1.52E+04,30.53076376,1010267.679,3095.52,0.860797434,-4248.20867,234.1295512,1.14E+01,2.82E+01,37160.81707,953826.5082,5.229801953,0.004009053,-1.031352054,0.397909899,3.001083924,-3.86271802,-3.268563889,-4.944931032,-4.449915463,-4.620413959
18,2.85E+03,25.63019938,1.47E+04,3.02E+01,896586.3828,2862.72,0.800132988,-4403.008651,231.0479489,1.12E+01,2.57E+01,28531.24615,767777.0573,5.102950544,0.003907352,-1.031463221,0.397900442,3.000876455,-3.862743734,-3.272234297,-4.9566202,-4.483625438,-4.64307685
19,2.71E+03,24.71446306,1.43E+04,2.97E+01,814294.566,2664.42,0.732502204,-4522.783492,228.5352698,1.10E+01,2.44E+01,23745.4896,690340.0307,4.954187715,0.003683885,-1.031480624,0.397896103,3.000616874,-3.862762328,-3.273538122,-4.969313351,-4.495048289,-4.65096645
20,2.53E+03,2.36E+01,1.41E+04,2.92E+01,740741.7349,2473.98,0.695714241,-4649.693467,224.581061,1.07E+01,2.28E+01,12892.09596,581544.3663,4.798490776,0.003635163,-1.03159601,0.397892683,3.000449931,-3.862767156,-3.274190471,-4.973175943,-4.505268106,-4.675370035
21,2.36E+03,2.27E+01,1.38E+04,2.87E+01,659811.7626,2355.84,0.646988229,-4811.143219,223.3879141,1.05E+01,2.15E+01,12054.74492,499137.8743,4.631835676,0.003585175,-1.031604805,0.397891086,3.000220237,-3.862772807,-3.274844212,-4.978448294,-4.52292632,-4.679144704
22,2.23E+03,2.16E+01,1.35E+04,2.83E+01,619593.6706,2233.68,0.628138649,-4924.581652,2.20E+02,1.03E+01,2.03E+01,10271.19589,386762.1791,4.575864977,0.003551608,-1.031611206,0.397889524,3.000198449,-3.862774659,-3.275432991,-4.980395458,-4.524302552,-4.688276454
23,2.11E+03,2.06E+01,1.31E+04,2.81E+01,549481.8229,2091.8,0.608804858,-4999.370562,2.18E+02,1.02E+01,1.95E+01,8121.861429,328581.3001,4.450599366,0.003518427,-1.031613748,0.397889097,3.000036646,-3.862776284,-3.27566702,-4.982636425,-4.525706624,-4.690018119
24,1.98E+03,2.00E+01,1.28E+04,2.75E+01,501217.0713,1977.54,0.582750375,-5100.068062,2.15E+02,9.90E+00,1.82E+01,5396.77283,296802.248,4.273376454,0.003488302,-1.031615607,0.397888352,3.000031269,-3.862777973,-3.275889504,-4.984521895,-4.527067751,-4.690968892
25,1.87E+03,1.92E+01,1.26E+04,2.70E+01,466005.9223,1811.4,0.555450102,-5173.169615,2.12E+02,9.76E+00,1.72E+01,4827.003597,256253.5267,4.130548068,0.003418012,-1.031618627,0.397887899,3.000013577,-3.862779825,-3.276046537,-4.986029793,-4.52848503,-4.693623343
26,1.74E+03,1.85E+01,1.24E+04,2.67E+01,425586.8219,1728.7,0.537745544,-5243.848389,2.07E+02,9.66E+00,1.64E+01,3407.037007,218561.4596,4.109290784,0.003395316,-1.031624456,0.397887682,3.000010362,-3.862780573,-3.276191546,-4.986505252,-4.528906829,-4.694292013
27,1.62E+03,1.79E+01,1.22E+04,2.62E+01,387345.3069,1635.14,0.516150555,-5334.917653,2.04E+02,9.49E+00,1.52E+01,2885.462499,197511.5064,4.017054307,0.00336644,-1.031625322,0.397887523,3.000008428,-3.862781141,-3.276264766,-4.986978162,-4.529463296,-4.696620038
28,1.54E+03,1.73E+01,1.20E+04,2.59E+01,350123.1236,1568.06,0.512666858,-5398.746239,2.01E+02,9.34E+00,1.45E+01,2161.557084,146656.9225,3.961475933,0.003358738,-1.031625615,0.397887462,3.000007549,-3.862781519,-3.276362339,-4.987087184,-4.530050387,-4.696921383
29,1.43E+03,1.68E+01,1.18E+04,2.57E+01,322028.8041,1477.16,0.502474026,-5465.087067,1.98E+02,9.19E+00,1.37E+01,1925.575939,123285.2716,3.736532117,0.003330355,-1.031625952,0.397887422,3.000007103,-3.862781643,-3.276411202,-4.987293825,-4.530200312,-4.702152152
30,1.36E+03,1.61E+01,1.17E+04,2.53E+01,300459.7271,1394.86,0.47835953,-5530.789855,1.95E+02,8.99E+00,1.30E+01,1275.348543,110721.7455,3.677034836,0.003317015,-1.031626083,0.397887401,3.000002468,-3.862781791,-3.276453991,-4.987396116,-4.530404073,-4.702780939
31,1.30E+03,1.56E+01,1.14E+04,2.50E+01,280532.9335,1302.02,0.45295712,-5616.714006,1.90E+02,8.85E+00,1.22E+01,1206.610833,97580.27882,3.536753914,0.003307,-1.031627658,0.397887382,3.00000223,-3.862781923,-3.27648895,-4.987440281,-4.530485855,-4.703084655
32,1.21E+03,1.50E+01,1.12E+04,2.47E+01,261241.185,1231.64,0.439299863,-5668.695061,1.90E+02,8.71E+00,1.17E+01,861.1067864,85010.75773,3.474201171,0.00329357,-1.031627708,0.39788737,3.000002095,-3.862782027,-3.276511771,-4.987492309,-4.530572937,-4.703589064
33,1.13E+03,1.44E+01,1.11E+04,2.45E+01,237965.4925,1169.6,0.430368071,-5745.119177,1.89E+02,8.62E+00,1.09E+01,772.9647819,76984.91453,3.472915126,0.003291173,-1.031628222,0.397887364,3.000001164,-3.862782083,-3.276527788,-4.987523131,-4.530656785,-4.7036766
34,1.08E+03,1.39E+01,1.10E+04,2.42E+01,226058.3949,1115.9,0.417636755,-5789.117811,1.86E+02,8.47E+00,1.04E+01,455.6043222,61862.35724,3.408461483,0.003148001,-1.031628239,0.397887362,3.000000303,-3.86278211,-3.276536597,-4.987546252,-4.5306816,-4.704134719
35,1.03E+03,1.34E+01,1.08E+04,2.41E+01,212756.0969,1064.5,0.405679365,-5862.277228,1.84E+02,8.30E+00,9.88E+00,321.1982929,56107.29426,3.406067725,0.003143725,-1.031628254,0.39788736,3.000000202,-3.862782125,-3.27654905,-4.987581326,-4.530795353,-4.70414642
36,9.97E+02,1.29E+01,1.04E+04,2.38E+01,197483.0601,1020.72,0.38664089,-5941.290583,1.82E+02,8.17E+00,9.44E+00,296.399499,47472.82362,3.176364554,0.003141439,-1.031628267,0.397887359,3.000000036,-3.862782135,-3.276555786,-4.98759244,-4.530804593,-4.704185882
37,9.41E+02,1.25E+01,1.02E+04,2.36E+01,187763.9799,951.48,0.385004416,-6012.260563,1.79E+02,8.04E+00,9.03E+00,258.9377452,41047.20024,3.151865018,0.003138501,-1.031628272,0.397887359,3.000000019,-3.862782139,-3.276560422,-4.987606424,-4.530817789,-4.704227522
38,8.86E+02,1.21E+01,1.00E+04,2.34E+01,167352.526,915.32,0.380737174,-6073.958745,1.77E+02,7.92E+00,8.68E+00,218.9694739,38366.74143,3.129189537,0.003135718,-1.03162833,0.397887358,3.000000011,-3.862782143,-3.276562261,-4.987610674,-4.530828604,-4.70423166
39,8.32E+02,1.18E+01,9.87E+03,2.32E+01,152564.8619,880.14,0.367236254,-6132.201835,1.75E+02,7.81E+00,8.33E+00,183.8774435,33094.45905,3.108550527,0.003129343,-1.03162835,0.397887358,3.000000009,-3.862782143,-3.276565654,-4.987616485,-4.530844263,-4.704260974
40,7.95E+02,1.13E+01,9.75E+03,2.30E+01,138451.6748,830.66,0.360806892,-6195.10435,1.72E+02,7.63E+00,8.05E+00,173.8875657,29583.29645,2.9108424,0.003122797,-1.031628369,0.397887358,3.000000005,-3.862782145,-3.276568189,-4.987619021,-4.530847634,-4.70431034
41,7.64E+02,1.10E+01,9.63E+03,2.29E+01,129913.2434,776.52,0.357461045,-6242.465369,1.69E+02,7.55E+00,7.63E+00,158.8066605,24092.16597,2.812249617,0.003115591,-1.031628397,0.397887358,3.000000003,-3.862782146,-3.276569792,-4.987620652,-4.530851606,-4.704320556
42,7.17E+02,1.06E+01,9.49E+03,2.27E+01,119106.8637,728.06,0.347847698,-6288.261577,1.66E+02,7.41E+00,7.31E+00,152.8629712,22648.68637,2.810761994,0.003110408,-1.031628447,0.397887358,3.000000002,-3.862782146,-3.276570706,-4.987621434,-4.530854462,-4.704324842
43,6.73E+02,1.01E+01,9.39E+03,2.26E+01,110857.9208,692.54,0.3414864,-6355.390412,163.4430031,7.22E+00,6.97E+00,89.24690133,20243.28037,2.810697322,0.003108326,-1.031628447,0.397887358,3.000000002,-3.862782147,-3.276571586,-4.987621997,-4.530856338,-4.704326534
44,6.39E+02,9.79E+00,9.30E+03,2.24E+01,105801.8319,660,0.325708707,-6399.761321,160.9223254,7.15E+00,6.71E+00,74.38910236,18898.7384,2.810003819,0.00310736,-1.031628453,0.397887358,3.000000001,-3.862782147,-3.276572709,-4.987622632,-4.530859514,-4.704327833
45,6.04E+02,9.55E+00,9.20E+03,2.21E+01,99274.44132,619.04,0.315302532,-6448.035801,158.5356479,7.05E+00,6.40E+00,65.53716744,15335.93903,2.809972689,0.003105657,-1.031628453,0.397887358,3.000000001,-3.862782147,-3.276573466,-4.987623049,-4.530860519,-4.70432835
46,5.78E+02,9.11E+00,9.06E+03,2.19E+01,92468.34547,584.08,0.311116725,-6517.463009,155.8529537,6.91E+00,6.028148637,57.85760678,13466.1387,2.809961576,0.003104638,-1.031628453,0.397887358,3,-3.862782147,-3.27657376,-4.987623394,-4.530860776,-4.704330846
47,5.55E+02,8.62E+00,8.94E+03,2.17E+01,85082.38295,559.2,0.308141752,-6574.078947,153.4170569,6.82E+00,5.782021412,54.74744109,11671.61531,2.809953158,0.003102623,-1.031628453,0.397887358,3,-3.862782148,-3.276573995,-4.987623522,-4.530861754,-4.704331887
48,5.18E+02,8.39E+00,8.84E+03,2.14E+01,78916.65653,523.3,0.304642946,-6619.858546,151.7490883,6.72E+00,5.553618088,52.31191996,10223.34591,2.80992143,0.003101354,-1.031628453,0.397887358,3,-3.862782148,-3.276574177,-4.987623779,-4.53086189,-4.704332012
49,5.04E+02,8.13E+00,8.78E+03,2.13E+01,75404.45398,489.54,0.299885542,-6667.935667,149.2736903,6.64E+00,5.328336198,38.84470756,9700.388183,2.809905953,0.003075605,-1.031628453,0.397887358,3,-3.862782148,-3.276574433,-4.987623928,-4.530862112,-4.704332685
50,4.77E+02,7.96E+00,8.63E+03,2.12E+01,68438.82163,457.04,0.299541038,-6707.098525,147.0085918,6.55E+00,5.105664072,29.25439194,8930.75356,2.809905419,0.003074861,-1.031628453,0.397887358,3,-3.862782148,-3.276574625,-4.987623974,-4.530862508,-4.704332713
51,4.61E+02,7.63E+00,8.53E+03,2.10E+01,61740.11869,436.3,0.295147343,-6756.688256,143.123543,6.45E+00,4.889469659,24.84486697,7891.958641,2.71168558,0.003073725,-1.031628453,0.397887358,3,-3.862782148,-3.276574801,-4.98762408,-4.530862575,-4.70433289
52,4.29E+02,7.42E+00,8.44E+03,2.08E+01,56425.98699,418.22,0.290087219,-6789.588208,140.0709187,6.39E+00,4.688070624,24.16047807,6600.773358,2.705932233,0.003072899,-1.031628453,0.397887358,3,-3.862782148,-3.276574884,-4.987624158,-4.530862617,-4.704332971
53,4.02E+02,7.18E+00,8.28E+03,2.06E+01,52520.88337,399.32,0.283482795,-6837.993463,138.5117614,6.26E+00,4.534177479,23.0787525,6001.978104,2.667028965,0.003070896,-1.031628453,0.397887358,3,-3.862782148,-3.276574972,-4.987624226,-4.530862643,-4.704333148
54,3.77E+02,7.03E+00,8.17E+03,2.04E+01,49152.48985,379.1,0.276823231,-6876.258334,136.732423,6.16E+00,4.377272174,22.25335709,5513.976707,2.667028929,0.003069734,-1.031628453,0.397887358,3,-3.862782148,-3.276575008,-4.987624252,-4.530862676,-4.704333248
55,3.61E+02,6.83E+00,8.08E+03,2.03E+01,46383.88281,366.96,0.271599975,-6896.360309,134.670188,6.07E+00,4.19941883,21.39098857,5297.56058,2.652901431,0.003068649,-1.031628453,0.397887358,3,-3.862782148,-3.276575083,-4.987624264,-4.530862707,-4.7043333
56,3.45E+02,6.59E+00,8.02E+03,2.02E+01,43956.90746,351.36,0.268750504,-6920.618543,132.5880508,5.96E+00,4.068656679,20.65227093,4480.788643,2.652901045,0.003067854,-1.031628453,0.397887358,3,-3.862782148,-3.276575135,-4.987624274,-4.53086274,-4.704333418
57,3.24E+02,6.45E+00,7.95E+03,2.01E+01,39519.82163,337.84,0.264821412,-6960.693195,130.8816614,5.89E+00,3.928917585,20.13136729,4208.229608,2.652887063,0.003060908,-1.031628453,0.397887358,3,-3.862782148,-3.276575163,-4.987624292,-4.530862754,-4.704333473
58,3.14E+02,6.16E+00,7.87E+03,2.00E+01,37566.6937,319.76,0.262269482,-6999.460414,129.0942293,5.82E+00,3.812581824,19.59006854,3741.254703,2.633025578,0.003059548,-1.031628453,0.397887358,3,-3.862782148,-3.276575175,-4.9876243,-4.530862762,-4.704333481
59,3.01E+02,5.97E+00,7.84E+03,1.98E+01,35304.99889,297.82,0.257064374,-7038.858172,127.1613452,5.76E+00,3.648704265,17.74876752,3443.459237,2.633025175,0.003058714,-1.031628453,0.397887358,3,-3.862782148,-3.276575183,-4.987624304,-4.530862772,-4.704333488
60,2.86E+02,5.76E+00,7.76E+03,1.96E+01,33360.55158,287.26,0.255959928,-7068.843274,124.7984148,5.65E+00,3.479997676,17.37128373,2978.188267,2.633006112,0.003057255,-1.031628453,0.397887358,3,-3.862782148,-3.276575201,-4.987624306,-4.530862775,-4.704333509
61,2.69E+02,5.61E+00,7.63E+03,1.96E+01,31290.30908,275.32,0.253008036,-7108.173702,122.8078026,5.59E+00,3.421461251,17.11776024,2397.778143,2.633006112,0.003055682,-1.031628453,0.397887358,3,-3.862782148,-3.276575204,-4.987624308,-4.530862778,-4.704333511
62,2.57E+02,5.45E+00,7.50E+03,1.94E+01,28639.6025,260.6,0.246327246,-7143.370201,119.944563,5.55E+00,3.290920105,16.60962321,1991.833795,2.633006109,0.003054486,-1.031628453,0.397887358,3,-3.862782148,-3.276575212,-4.987624309,-4.53086278,-4.704333512
63,2.44E+02,5.26E+00,7.47E+03,1.93E+01,27224.80208,249.7,0.243305833,-7188.121721,118.8801874,5.46E+00,3.197366228,15.94528734,1755.36265,2.633005892,0.003053013,-1.031628453,0.397887358,3,-3.862782148,-3.276575216,-4.987624311,-4.530862783,-4.70433352
64,2.32E+02,5.13E+00,7.44E+03,1.91E+01,25129.10423,238.88,0.236066345,-7212.383691,116.3533786,5.39E+00,3.120984808,15.66816664,1660.079108,2.540674671,0.003052606,-1.031628453,0.397887358,3,-3.862782148,-3.27657522,-4.987624312,-4.530862784,-4.704333521
65,2.22E+02,4.99E+00,7.36E+03,1.91E+01,22866.62646,230.4,0.233680445,-7241.906496,115.1542629,5.34E+00,2.965568188,15.17444351,1606.137072,2.534780128,0.003051829,-1.031628453,0.397887358,3,-3.862782148,-3.276575223,-4.987624313,-4.530862785,-4.704333521
66,2.07E+02,4.82E+00,7.26E+03,1.90E+01,21452.75398,220.3,0.231436646,-7280.978161,113.9839562,5.27E+00,2.867660037,14.886888,1499.598443,2.515589204,0.003051334,-1.031628453,0.397887358,3,-3.862782148,-3.276575226,-4.987624314,-4.530862785,-4.704333522
67,2.00E+02,4.67E+00,7.17E+03,1.89E+01,20510.91383,206.9,0.229940984,-7335.202532,112.7383578,5.18E+00,2.79429735,14.49842606,1243.629957,2.510827218,0.003050475,-1.031628453,0.397887358,3,-3.862782148,-3.276575228,-4.987624314,-4.530862786,-4.704333522
68,1.89E+02,4.57E+00,7.10E+03,1.87E+01,18797.29172,198.2,0.223857786,-7372.905623,111.0564568,5.13E+00,2.714427692,14.03478952,1096.56152,2.51068128,0.003049222,-1.031628453,0.397887358,3,-3.862782148,-3.27657523,-4.987624314,-4.530862786,-4.704333524
69,1.78E+02,4.48E+00,7.04E+03,1.86E+01,17971.91819,188.58,0.222374115,-7397.283702,109.6621301,5.07E+00,2.630394105,13.66675162,1046.326326,2.49618067,0.003048808,-1.031628453,0.397887358,3,-3.862782148,-3.276575231,-4.987624315,-4.530862787,-4.704333524
70,1.72E+02,4.36E+00,6.94E+03,1.85E+01,16810.722,180.16,0.221898496,-7422.952907,108.1111747,4.99E+00,2.557367833,13.12708455,794.8361695,2.496180667,0.003047571,-1.031628453,0.397887358,3,-3.862782148,-3.276575232,-4.987624315,-4.530862787,-4.704333524
71,1.61E+02,4.25E+00,6.85E+03,1.85E+01,15744.70439,171.32,0.219197043,-7459.086166,106.0160249,4.92E+00,2.489539752,12.73510659,509.2605247,2.495567057,0.003046771,-1.031628453,0.397887358,3,-3.862782148,-3.276575233,-4.987624315,-4.530862787,-4.704333525
72,1.55E+02,4.08E+00,6.77E+03,1.84E+01,14789.77942,162.82,0.216859387,-7491.921398,104.3385326,4.85E+00,2.436133836,12.50503759,479.4609462,2.477815666,0.003045963,-1.031628453,0.397887358,3,-3.862782148,-3.276575233,-4.987624315,-4.530862787,-4.704333525
73,1.51E+02,3.98E+00,6.71E+03,1.83E+01,14143.6039,154.98,0.213905614,-7508.978955,103.4673133,4.78E+00,2.350269092,12.28594831,422.1903952,2.459262925,0.003044409,-1.031628453,0.397887358,3,-3.862782148,-3.276575233,-4.987624315,-4.530862787,-4.704333525
74,1.47E+02,3.89E+00,6.63E+03,1.82E+01,13460.74604,150.36,0.212607164,-7528.719927,102.1244477,4.75E+00,2.301765228,12.01337367,396.8300611,2.457934745,0.003041833,-1.031628453,0.397887358,3,-3.862782148,-3.276575234,-4.987624315,-4.530862787,-4.704333525
75,1.39E+02,3.78E+00,6.55E+03,1.82E+01,12807.09931,145.58,0.209693593,-7562.045502,101.0401298,4.70E+00,2.240224608,11.63955317,381.1373543,2.456098967,0.003041196,-1.031628453,0.397887358,3,-3.862782148,-3.276575234,-4.987624315,-4.530862787,-4.704333525
76,1.30E+02,3.68E+00,6.46E+03,1.81E+01,12263.4134,136.78,0.206476701,-7587.955331,100.1456639,4.64E+00,2.198407563,11.42473024,351.6283317,2.455901965,0.003040448,-1.031628453,0.397887358,3,-3.862782148,-3.276575234,-4.987624315,-4.530862787,-4.704333525
77,1.23E+02,3.59E+00,6.42E+03,1.80E+01,11823.00354,131.98,0.203345089,-7602.259406,98.84215832,4.60E+00,2.130252305,11.0900094,271.3557354,2.436823933,0.003039688,-1.031628453,0.397887358,3,-3.862782148,-3.276575234,-4.987624315,-4.530862787,-4.704333525
78,1.20E+02,3.46E+00,6.38E+03,1.78E+01,11357.69031,127.06,0.200847372,-7642.95273,97.66479045,4.56E+00,2.082603189,10.89414055,247.0148614,2.436739445,0.003038571,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
79,1.13E+02,3.32E+00,6.34E+03,1.78E+01,10782.89833,123.22,0.196981315,-7669.265198,96.80960882,4.51E+00,2.008411066,10.68827331,191.5478333,2.4360975,0.003038047,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
80,1.10E+02,3.24E+00,6.31E+03,1.77E+01,10325.77727,118.78,0.196380488,-7693.911313,95.52392236,4.47E+00,1.968735674,10.33621155,181.7817106,2.435922029,0.00303708,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
81,1.05E+02,3.11E+00,6.24E+03,1.77E+01,10008.88161,114.1,0.194677078,-7720.998973,94.19560434,4.39E+00,1.924305954,10.00610105,147.7647061,2.435921252,0.003035801,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
82,1.01E+02,3.04E+00,6.20E+03,1.76E+01,9513.322581,110.22,0.193559598,-7750.731157,93.18930688,4.35E+00,1.875984734,9.806927274,124.8677653,2.337304878,0.00303472,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
83,9.56E+01,2.97E+00,6.10E+03,1.75E+01,9025.100996,104.34,0.192505078,-7764.95942,92.37942296,4.30E+00,1.846459865,9.592260634,116.9582225,2.337304343,0.003032833,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
84,9.32E+01,2.89E+00,6.05E+03,1.75E+01,8679.151332,99.84,0.19229657,-7793.191855,90.80483188,4.27E+00,1.791314764,9.46220515,109.0443342,2.337304342,0.003031768,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
85,8.88E+01,2.81E+00,5.98E+03,1.74E+01,8403.202874,93.94,0.192072855,-7811.016121,89.48272347,4.24E+00,1.750024388,9.216101025,97.78380417,2.238912293,0.00303086,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
86,8.21E+01,2.75E+00,5.91E+03,1.73E+01,8101.002232,90.66,0.189952099,-7835.541618,88.07212239,4.21E+00,1.711341029,8.95E+00,91.12812329,2.179354543,0.003029557,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
87,7.87E+01,2.68E+00,5.79E+03,1.72E+01,7907.708425,86.46,0.187193205,-7863.858996,86.24740877,4.16E+00,1.67803645,8.74E+00,83.83038174,2.17934982,0.003028872,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
88,7.68E+01,2.62E+00,5.76E+03,1.71E+01,7539.747336,83.84,0.185836903,-7893.326123,84.87382186,4.11E+00,1.641856218,8.45E+00,78.06242026,2.080742873,0.003028103,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
89,7.25E+01,2.54E+00,5.68E+03,1.70E+01,7295.30393,79.24,0.181956266,-7917.572888,8.42E+01,4.03E+00,1.612839778,8.31E+00,61.81050988,2.041409148,0.003027643,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
90,6.89E+01,2.44E+00,5.60E+03,1.70E+01,7041.587919,75.12,0.181338391,-7955.491239,8.32E+01,3.99E+00,1.582790097,8.13E+00,59.21896003,2.02600187,0.003026459,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
91,6.56E+01,2.37E+00,5.59E+03,1.69E+01,6744.142398,73.76,0.180278229,-7980.685989,8.24E+01,3.95E+00,1.563123587,7.81E+00,57.71530845,2.026001859,0.003026087,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
92,6.29E+01,2.32E+00,5.53E+03,1.68E+01,6538.908197,69.16,0.17705829,-7997.248382,8.19E+01,3.92E+00,1.535580146,7.70E+00,56.91804968,2.021740841,0.003025496,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
93,5.95E+01,2.26E+00,5.50E+03,1.67E+01,6294.789864,68.06,0.173316096,-8020.32185,8.09E+01,3.86E+00,1.489884396,7.54E+00,51.14717731,2.021736096,0.003024362,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
